id,target_credit_approval,company_name,sector,creation_year,number_employes,revenues_million,bankruptcy,debts,loan_before,partner_debts,financial_restrictions,purchase_past,purchase_mean_million,purchase_countdays,purchase_payments,purchase_frequency,interest_rate,right_payment
406,true,"Workhorse Group, Inc.",Auto Manufacturing,2001,736,$394.70,false,true,true,false,false,false,$6.75,204,12,Seldom,1.9,false
407,false,"TCW Strategic Income Fund, Inc.",n/a,2002,938,$127.91,true,true,true,false,true,false,$4.43,243,10,Yearly,2.9,true
408,true,"Chart Industries, Inc.",Metal Fabrications,2012,652,$492.74,false,false,true,true,true,false,$0.45,202,7,Often,1.3,false
409,false,Toronto Dominion Bank (The),Commercial Banks,1992,246,$56.02,true,false,false,false,false,false,$9.51,357,6,Yearly,3.1,false
410,false,Sonic Corp.,Restaurants,2005,74,$467.01,false,false,false,false,false,true,$0.41,85,5,Weekly,1.7,true
411,false,"Bankrate, Inc.",EDP Services,1993,964,$61.75,false,true,false,false,false,false,$9.13,270,1,Daily,4.6,true
412,false,Swift Transportation Company,Trucking Freight/Courier Services,2012,52,$191.61,false,true,true,true,true,false,$9.19,244,7,Yearly,0.8,false
413,false,"Zynerba Pharmaceuticals, Inc.",Major Pharmaceuticals,2001,512,$307.49,true,false,false,false,true,false,$6.19,83,12,Weekly,4.5,true
414,true,Astoria Financial Corporation,Savings Institutions,2006,68,$335.04,false,true,false,true,false,true,$9.98,145,1,Weekly,4.8,false
415,false,"Isramco, Inc.",Oil & Gas Production,2000,286,$419.05,false,true,false,false,false,false,$4.67,145,2,Monthly,4.8,true
416,true,Invitation Homes Inc.,Real Estate,2006,735,$64.64,false,false,true,true,true,true,$5.29,158,11,Yearly,1.0,true
417,false,Royal Bank Scotland plc (The),n/a,1986,296,$223.83,false,false,true,false,false,true,$6.45,296,10,Seldom,0.5,true
418,false,"Olympic Steel, Inc.",Metal Fabrications,2008,694,$214.44,false,true,false,true,true,false,$7.42,24,3,Yearly,2.3,false
419,false,"Green Bancorp, Inc.",Major Banks,2007,24,$416.18,true,true,true,false,true,true,$5.78,80,6,Never,1.0,false
420,false,Tantech Holdings Ltd.,Major Chemicals,1997,66,$219.59,false,true,true,true,true,true,$0.78,204,5,Never,0.7,false
421,true,Nuveen California AMT-Free Quality Municipal Income Fund,n/a,2002,112,$232.50,false,false,false,true,true,true,$3.63,179,11,Weekly,2.0,true
422,true,Trillium Therapeutics Inc.,Major Pharmaceuticals,2008,941,$449.44,true,false,false,false,true,true,$1.87,338,4,Once,1.0,true
423,true,"Black Stone Minerals, L.P.",Oil & Gas Production,1974,8,$209.20,false,false,false,false,false,false,$1.69,166,7,Yearly,2.8,false
424,false,United Therapeutics Corporation,Major Pharmaceuticals,1993,834,$325.54,true,true,true,true,true,false,$5.63,29,2,Seldom,2.7,false
425,false,Oconee Federal Financial Corp.,Savings Institutions,2004,868,$411.39,false,false,false,false,false,false,$0.19,89,7,Weekly,0.3,true
426,true,Gladstone Capital Corporation,n/a,1996,832,$330.95,false,true,true,true,false,false,$6.12,61,12,Once,4.1,true
427,true,Oasis Petroleum Inc.,Oil & Gas Production,1995,877,$359.23,false,true,true,false,true,true,$6.05,194,7,Never,0.4,true
428,false,"Chiasma, Inc.",Major Pharmaceuticals,2012,379,$29.97,true,true,true,true,true,true,$0.77,356,6,Once,3.3,true
429,true,"Momenta Pharmaceuticals, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),2005,390,$16.64,false,false,true,true,true,true,$3.09,106,10,Daily,0.9,false
430,false,Zix Corporation,EDP Services,2009,477,$198.14,true,false,false,false,false,true,$1.04,287,8,Yearly,1.2,true
431,true,PIMCO Municipal Income Fund,n/a,2006,709,$296.17,true,false,false,false,false,true,$1.04,319,2,Often,1.2,true
432,false,"AptarGroup, Inc.",Plastic Products,1986,194,$185.44,false,false,false,false,false,true,$0.66,18,7,Once,1.0,true
433,false,J P Morgan Chase & Co,n/a,1996,108,$26.90,true,false,false,true,false,true,$1.73,36,1,Daily,2.8,true
434,false,Till Capital Ltd.,Property-Casualty Insurers,1984,442,$145.63,false,true,true,true,false,true,$8.61,145,11,Once,2.3,true
435,true,"Argos Therapeutics, Inc.",Major Pharmaceuticals,1993,392,$257.90,true,false,true,false,false,true,$0.48,183,12,Yearly,3.1,false
436,true,Quinpario Acquisition Corp. 2,Business Services,2011,124,$16.45,true,true,false,true,false,true,$4.31,184,5,Seldom,0.1,true
437,true,"Honda Motor Company, Ltd.",Auto Manufacturing,1995,118,$451.30,false,true,true,true,false,false,$1.29,129,11,Weekly,3.6,false
438,false,"Safeguard Scientifics, Inc.",Finance/Investors Services,2010,579,$443.86,false,false,true,false,false,false,$4.57,69,4,Seldom,3.3,false
439,true,"Bio-Rad Laboratories, Inc.",Biotechnology: Laboratory Analytical Instruments,2010,705,$434.18,false,true,true,true,true,false,$3.56,163,1,Seldom,4.3,false
440,true,Anheuser-Busch Inbev SA,Beverages (Production/Distribution),1995,9,$40.13,true,false,false,true,true,true,$4.31,53,9,Daily,3.9,true
441,false,Till Capital Ltd.,Property-Casualty Insurers,2006,554,$191.81,true,false,true,false,true,false,$2.65,350,8,Yearly,3.0,true
442,false,"RCM Technologies, Inc.",Professional Services,2006,124,$373.99,false,true,true,false,true,true,$6.63,306,8,Yearly,1.0,false
443,true,Unit Corporation,Oil & Gas Production,2006,427,$174.40,false,true,true,false,true,true,$1.71,21,8,Once,2.8,false
444,true,"Orbital ATK, Inc.",Military/Government/Technical,1999,398,$253.73,false,true,true,false,false,false,$3.14,157,6,Daily,4.1,true
445,true,"Yum China Holdings, Inc.",Restaurants,2009,216,$322.11,false,false,true,true,false,false,$7.30,118,6,Never,4.3,true
446,true,McEwen Mining Inc.,Precious Metals,2005,760,$154.99,false,false,true,true,true,true,$5.58,225,3,Seldom,2.8,true
447,false,"VASCO Data Security International, Inc.",EDP Services,1994,91,$246.59,false,false,false,true,false,true,$0.31,340,6,Never,3.8,true
448,false,"CBRE Group, Inc.",Real Estate,1987,196,$103.81,true,false,true,true,true,true,$2.11,158,12,Daily,4.1,true
449,true,Century Aluminum Company,Aluminum,2000,51,$64.66,false,false,false,true,false,false,$6.30,113,5,Never,2.4,true
450,false,"Daseke, Inc.",Transportation Services,2012,695,$78.70,true,false,true,true,true,true,$8.07,178,1,Seldom,2.1,false
451,true,BankFinancial Corporation,Savings Institutions,2003,119,$373.20,false,true,true,true,true,true,$5.21,58,9,Daily,5.0,true
452,true,OncoSec Medical Incorporated,Major Pharmaceuticals,2010,782,$374.15,false,true,false,true,true,false,$8.27,255,5,Once,0.1,false
453,true,Baker Hughes Incorporated,Metal Fabrications,2003,378,$281.99,false,false,false,true,false,true,$9.58,204,8,Monthly,3.7,false
454,false,Kansas City Southern,Railroads,1993,670,$456.14,true,true,true,false,false,false,$5.64,280,6,Yearly,4.7,true
455,true,Panera Bread Company,Restaurants,1987,948,$127.76,true,true,false,true,true,false,$9.81,37,10,Once,0.6,false
456,true,Newmont Mining Corporation,Precious Metals,2012,364,$144.13,true,false,false,true,true,false,$7.39,186,1,Monthly,4.1,true
457,true,Eaton Vance Municipal Income Trust,n/a,2001,97,$431.36,true,false,false,true,true,false,$5.30,35,5,Monthly,1.5,true
458,false,Anadarko Petroleum Corporation,Oil & Gas Production,1985,433,$486.36,false,true,true,false,false,false,$9.67,32,11,Yearly,1.3,true
459,false,Veeva Systems Inc.,Computer Software: Prepackaged Software,1995,484,$9.05,true,false,false,false,false,true,$7.50,245,8,Yearly,2.5,false
460,true,"Landstar System, Inc.",Trucking Freight/Courier Services,2000,712,$40.65,false,true,false,false,false,false,$4.94,157,1,Daily,3.2,true
461,true,"Orchid Island Capital, Inc.",Real Estate Investment Trusts,1999,23,$368.43,false,false,false,false,true,true,$9.11,137,12,Monthly,0.8,true
462,false,Bright Horizons Family Solutions Inc.,Other Consumer Services,2000,911,$158.15,false,true,true,true,true,true,$5.81,344,5,Yearly,1.6,true
463,true,"Pioneer Power Solutions, Inc.",Electrical Products,2007,986,$383.81,false,false,false,true,true,false,$8.60,170,5,Monthly,3.6,false
464,true,"AAON, Inc.",Industrial Machinery/Components,2006,114,$216.61,true,true,true,false,false,true,$5.24,33,2,Yearly,4.2,true
465,false,Davis Select Worldwide ETF,n/a,2000,47,$193.64,false,false,false,false,false,false,$7.77,325,2,Seldom,1.5,true
466,false,Och-Ziff Capital Management Group LLC,Investment Managers,2011,437,$388.40,false,true,false,true,false,true,$7.21,69,11,Often,4.6,true
467,true,Clipper Realty Inc.,Real Estate Investment Trusts,1992,639,$212.02,false,true,true,true,false,false,$0.36,244,3,Weekly,4.3,true
468,false,American River Bankshares,Major Banks,2012,673,$306.01,true,true,false,false,false,true,$0.30,102,12,Once,2.9,false
469,true,Las Vegas Sands Corp.,Hotels/Resorts,1992,712,$475.87,false,true,true,true,true,true,$4.73,291,11,Daily,2.6,true
470,false,Riverview Bancorp Inc,Savings Institutions,1991,621,$344.54,true,true,false,false,false,false,$8.73,146,12,Never,2.9,true
471,false,Eldorado Gold Corporation,Precious Metals,2005,975,$364.97,true,false,false,false,false,false,$4.65,145,3,Once,0.8,false
472,false,"Catalyst Biosciences, Inc. ",Major Pharmaceuticals,2012,22,$189.91,true,true,true,true,true,true,$6.94,96,10,Once,1.5,true
473,false,"Clearside Biomedical, Inc.",Major Pharmaceuticals,2010,113,$312.01,true,false,false,true,false,true,$3.14,248,5,Once,4.6,true
474,true,"Dillard&#39;s, Inc.",Department/Specialty Retail Stores,2008,595,$5.76,true,false,true,true,true,false,$0.57,228,7,Weekly,1.3,true
475,true,UroGen Pharma Ltd.,Major Pharmaceuticals,2011,659,$252.26,false,false,false,false,false,true,$4.32,113,7,Weekly,1.9,true
476,false,First Trust United Kingdom AlphaDEX Fund,n/a,2005,366,$451.35,false,true,false,false,false,false,$5.49,43,2,Daily,1.1,false
477,false,"Quality Care Properties, Inc.",Real Estate Investment Trusts,1998,602,$495.62,false,true,true,false,true,false,$2.70,225,3,Monthly,4.4,false
478,false,Eagle Bulk Shipping Inc.,Marine Transportation,2007,128,$278.63,false,false,false,true,true,false,$3.89,75,2,Once,2.4,false
479,false,"WisdomTree Investments, Inc.",Investment Bankers/Brokers/Service,1991,186,$212.11,true,true,false,false,false,true,$6.02,358,11,Monthly,2.7,false
480,true,iShares MSCI EAFE ESG Optimized ETF,n/a,2002,328,$44.28,true,true,true,false,false,true,$3.88,245,3,Yearly,1.8,true
481,true,SEI Investments Company,Investment Bankers/Brokers/Service,2008,464,$396.62,true,false,false,true,true,false,$1.55,209,8,Daily,3.2,false
482,false,Washington Prime Group Inc.,n/a,2006,720,$24.21,true,true,true,true,false,false,$5.15,129,7,Weekly,1.6,false
483,true,"B&G Foods, Inc.",Packaged Foods,2002,763,$447.24,true,false,false,true,false,false,$7.81,228,3,Often,4.6,false
484,true,"Telephone and Data Systems, Inc.",Telecommunications Equipment,1992,123,$235.57,true,true,false,true,true,false,$6.31,327,6,Never,0.5,true
485,false,"Ocean Power Technologies, Inc.",Electric Utilities: Central,2000,558,$209.98,false,false,true,false,true,false,$5.01,53,4,Often,0.1,false
486,false,"NextEra Energy, Inc.",n/a,2002,647,$140.03,false,false,false,true,false,true,$0.11,133,8,Yearly,1.1,false
487,false,"ParkerVision, Inc.",Radio And Television Broadcasting And Communications Equipment,2008,300,$328.88,true,false,true,true,true,false,$3.30,215,7,Once,0.3,false
488,false,VanEck Vectors Pharmaceutical ETF,n/a,2007,332,$492.16,true,false,false,true,false,true,$4.63,87,12,Never,1.6,false
489,false,China Telecom Corp Ltd,Telecommunications Equipment,2002,414,$361.65,true,false,false,false,false,false,$1.27,341,8,Daily,4.6,false
490,true,"SilverBow Resorces, Inc.",Oil & Gas Production,2005,485,$124.55,false,true,true,true,false,true,$8.85,180,4,Never,1.1,false
491,false,Tata Motors Ltd,Auto Manufacturing,2007,48,$125.75,true,true,false,true,true,true,$5.57,255,12,Never,3.7,true
492,true,Leaf Group Ltd.,EDP Services,2012,704,$477.52,false,true,true,true,false,true,$4.13,95,10,Monthly,4.0,true
493,false,Ardagh Group S.A.,Containers/Packaging,1999,938,$201.20,true,true,true,false,false,false,$7.13,339,6,Monthly,3.6,false
494,true,Ellington Residential Mortgage REIT,Real Estate Investment Trusts,2004,849,$242.13,false,false,false,true,false,false,$7.65,58,12,Often,3.9,true
495,true,Puma Biotechnology Inc,Major Pharmaceuticals,2011,365,$170.99,true,false,true,true,true,false,$2.30,1,5,Never,4.5,true
496,true,Gabelli Multi-Media Trust Inc. (The),n/a,2009,73,$102.15,true,false,false,true,true,true,$3.21,199,3,Once,3.9,true
497,true,Park Electrochemical Corporation,Electrical Products,1995,833,$182.23,false,false,false,true,false,true,$0.53,227,12,Once,0.7,true
498,false,Calamos Strategic Total Return Fund,n/a,2011,265,$225.35,false,true,true,true,false,false,$8.29,313,3,Weekly,0.2,true
499,true,Nuveen Build America Bond Opportunity Fund,n/a,2007,354,$121.50,false,false,true,true,true,true,$6.97,177,9,Seldom,3.7,true
500,false,"Bankrate, Inc.",EDP Services,2012,114,$328.03,false,true,false,true,true,true,$7.01,254,9,Monthly,4.9,false
501,false,Martin Midstream Partners L.P.,Oil Refining/Marketing,1986,378,$185.86,true,true,false,true,false,true,$7.58,265,1,Often,0.2,false
502,false,Magic Software Enterprises Ltd.,Computer Software: Prepackaged Software,1990,605,$456.26,true,true,true,false,true,false,$1.29,218,6,Monthly,4.7,true
503,false,"Northwest Bancshares, Inc.",Major Banks,1999,868,$223.54,true,true,false,false,false,false,$8.62,187,9,Monthly,2.9,false
504,true,"Remark Holdings, Inc.",Telecommunications Equipment,2001,354,$419.38,false,true,true,true,false,true,$0.46,208,7,Never,0.4,false
505,true,Harmony Gold Mining Company Limited,Precious Metals,1976,136,$247.32,true,false,false,true,true,false,$1.73,300,5,Never,1.7,false
506,true,"USA Technologies, Inc.",Office Equipment/Supplies/Services,2003,292,$90.70,true,false,true,false,false,true,$6.92,215,7,Monthly,1.7,true
507,false,Yandex N.V.,"Computer Software: Programming, Data Processing",1999,877,$46.43,false,false,true,false,true,false,$3.84,185,4,Never,3.2,false
508,true,"State National Companies, Inc.",Property-Casualty Insurers,1993,238,$201.85,true,true,false,false,true,false,$5.36,111,6,Seldom,2.5,false
509,false,First Trust Dorsey Wright International Focus 5 ETF,n/a,2000,611,$319.63,false,true,true,true,true,false,$6.49,285,10,Seldom,4.2,true
510,false,"SMART Global Holdings, Inc.",Semiconductors,1992,334,$497.83,false,false,false,true,false,true,$4.00,360,11,Once,4.2,true
511,true,Genie Energy Ltd.,n/a,2005,652,$214.72,false,false,false,true,true,false,$4.97,242,1,Monthly,3.8,true
512,false,Precision Drilling Corporation,Oil & Gas Production,2003,742,$67.38,true,true,false,true,true,false,$3.93,61,11,Daily,1.3,true
513,false,Turkcell Iletisim Hizmetleri AS,Telecommunications Equipment,1998,592,$90.33,false,false,false,false,false,true,$6.07,297,10,Monthly,3.5,false
514,false,First Trust Senior Loan Fund ETF,n/a,1999,943,$123.38,false,false,false,false,true,true,$3.33,33,8,Monthly,2.2,true
515,false,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",n/a,2011,171,$116.95,true,true,true,true,true,true,$1.43,346,2,Monthly,0.5,false
516,false,Coupa Software Incorporated,Computer Software: Prepackaged Software,1999,417,$200.80,true,true,false,false,false,true,$4.42,293,8,Seldom,3.5,true
517,false,Enstar Group Limited,Property-Casualty Insurers,2004,337,$424.43,false,true,false,false,true,true,$7.58,315,12,Seldom,2.6,true
518,true,Mosaic Company (The),Agricultural Chemicals,1998,634,$403.81,true,false,true,false,false,true,$0.17,143,2,Once,0.5,false
519,true,FIRST REPUBLIC BANK,n/a,2008,968,$384.51,false,false,false,true,true,true,$9.84,303,10,Daily,2.9,true
520,false,"Popular, Inc.",Major Banks,1997,943,$453.15,false,true,true,false,true,false,$8.88,144,12,Once,4.4,false
521,false,3D Systems Corporation,Computer Software: Prepackaged Software,2012,127,$332.35,true,true,true,true,true,true,$3.41,96,6,Never,4.1,false
522,true,"Lamb Weston Holdings, Inc.",Packaged Foods,2007,423,$78.31,true,true,true,false,true,false,$8.66,305,10,Never,1.7,false
523,false,"Cogint, Inc.",Advertising,2007,971,$417.66,false,false,true,false,false,false,$2.79,17,11,Monthly,2.5,true
524,false,"Armada Hoffler Properties, Inc.",Real Estate,2006,289,$115.78,false,true,true,true,false,false,$1.07,281,8,Monthly,0.5,false
525,true,"ALJ Regional Holdings, Inc.",Business Services,1994,979,$392.50,true,false,false,true,true,true,$8.84,79,7,Often,2.5,false
526,false,Changyou.com Limited,Computer Software: Prepackaged Software,1999,376,$58.24,true,false,true,true,false,false,$6.23,215,1,Monthly,2.3,true
527,false,"Virtus Investment Partners, Inc.",Investment Managers,2008,892,$275.80,false,true,true,true,true,false,$2.16,82,4,Never,3.2,false
528,true,Performance Food Group Company,Food Distributors,2011,309,$301.64,true,true,false,true,false,false,$3.40,167,6,Never,1.9,false
529,false,ClearBridge Energy MLP Fund Inc.,n/a,2001,73,$263.87,true,true,false,false,true,true,$1.09,273,9,Once,3.4,true
530,false,Neptune Technologies & Bioresources Inc,Major Pharmaceuticals,1995,584,$348.60,true,true,false,false,true,false,$4.25,88,1,Yearly,3.9,true
531,false,Colony Starwood Homes,Real Estate Investment Trusts,2009,714,$178.38,false,false,true,false,false,false,$2.67,51,5,Never,4.6,false
532,false,China Cord Blood Corporation,Business Services,2004,410,$341.68,false,true,false,false,true,false,$3.96,310,11,Seldom,0.8,true
533,false,"Stanley Black & Decker, Inc.",Industrial Machinery/Components,1991,449,$224.09,false,true,false,false,true,true,$4.89,255,5,Often,2.7,false
534,false,Visteon Corporation,Auto Parts:O.E.M.,2002,722,$105.99,true,true,true,true,false,true,$1.43,53,3,Never,0.5,true
535,true,Kewaunee Scientific Corporation,Medical Specialities,2000,514,$444.39,true,false,true,false,true,false,$2.85,127,1,Monthly,2.3,false
536,true,"Mettler-Toledo International, Inc.",Biotechnology: Laboratory Analytical Instruments,1988,877,$95.62,false,true,false,true,false,true,$5.76,110,12,Once,4.6,false
537,true,pSivida Corp.,Biotechnology: Laboratory Analytical Instruments,2006,156,$427.57,false,false,false,false,true,true,$3.01,193,6,Weekly,3.4,false
538,true,Corcept Therapeutics Incorporated,Major Pharmaceuticals,1975,304,$271.06,false,true,true,true,false,false,$1.66,281,10,Yearly,4.0,false
539,true,Western Asset High Yield Defined Opportunity Fund Inc.,n/a,1999,202,$496.98,true,true,true,true,false,true,$0.85,151,3,Yearly,3.7,false
540,true,Southern Company (The),Electric Utilities: Central,1995,82,$40.69,false,false,false,false,true,true,$10.00,271,3,Never,3.1,true
541,false,"Payment Data Systems, Inc.",Investment Bankers/Brokers/Service,1996,106,$485.96,false,true,false,true,false,true,$3.91,151,8,Often,2.8,false
542,false,The Spectranetics Corporation,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2004,663,$265.17,true,false,true,true,true,false,$0.76,13,12,Seldom,3.9,false
543,true,Brookfield Business Partners L.P.,Engineering & Construction,2003,153,$129.59,true,false,false,false,false,false,$7.55,245,5,Daily,0.9,false
544,false,"China Lodging Group, Limited",Hotels/Resorts,2007,901,$222.85,true,false,false,true,false,false,$8.71,247,5,Yearly,3.9,true
545,false,"H&R Block, Inc.",Other Consumer Services,2009,580,$38.22,true,false,true,false,true,true,$4.79,19,6,Monthly,2.0,false
546,false,TriCo Bancshares,Major Banks,1995,215,$431.32,true,true,false,true,false,true,$8.57,194,3,Weekly,1.8,true
547,true,"Blackhawk Network Holdings, Inc.",Finance: Consumer Services,2008,867,$342.96,true,false,true,true,true,true,$7.48,241,10,Often,0.6,false
548,false,Independence Holding Company,Life Insurance,2013,788,$166.10,true,false,false,true,false,false,$5.36,114,12,Never,1.9,true
549,true,PowerShares BuyBack Achievers Portfolio,n/a,2002,12,$279.07,false,false,false,false,false,true,$1.02,137,3,Seldom,0.3,false
550,true,Olin Corporation,Major Chemicals,1986,293,$69.55,true,true,false,true,true,true,$5.89,350,7,Weekly,4.8,true
551,true,Invesco Trust for Investment Grade Municipals,n/a,1999,306,$2.91,false,false,true,true,true,false,$0.95,276,6,Daily,1.2,false
552,true,"CorEnergy Infrastructure Trust, Inc.",n/a,2012,145,$247.00,false,false,true,true,false,true,$9.65,200,11,Monthly,2.0,false
553,false,Transportadora De Gas Sa Ord B,Natural Gas Distribution,1997,629,$349.49,true,true,true,false,true,true,$2.66,245,9,Weekly,1.9,true
554,false,"Carolina Trust BancShares, Inc.",Major Banks,2011,450,$240.05,false,false,false,true,false,true,$8.09,254,2,Often,3.3,false
555,false,CMS Energy Corporation,Power Generation,2011,600,$235.25,false,true,true,true,true,true,$4.48,18,2,Weekly,3.3,false
556,true,Quidel Corporation,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2002,797,$56.12,false,true,true,true,false,true,$8.33,19,11,Once,2.3,false
557,true,Wells Fargo Global Dividend Opportunity Fund,n/a,2007,478,$102.28,true,true,true,true,false,false,$3.47,284,10,Weekly,5.0,false
558,true,QAD Inc.,Computer Software: Prepackaged Software,2006,459,$339.91,false,true,true,true,false,true,$9.54,198,12,Once,3.3,false
559,true,"Nike, Inc.",Shoe Manufacturing,1988,87,$38.77,true,false,false,false,false,false,$1.60,134,2,Often,1.1,true
560,true,Motif Bio plc,Major Pharmaceuticals,2010,124,$50.27,false,true,false,true,true,false,$7.29,23,11,Seldom,1.1,false
561,false,Comerica Incorporated,n/a,2001,69,$228.00,false,false,true,true,true,true,$7.86,270,12,Monthly,2.2,true
562,false,Compugen Ltd.,Biotechnology: Biological Products (No Diagnostic Substances),2001,340,$290.42,true,true,false,true,false,false,$5.80,157,11,Often,3.5,true
563,false,Vonage Holdings Corp.,Telecommunications Equipment,1990,430,$146.94,true,false,false,false,false,false,$1.18,59,2,Monthly,1.6,true
564,true,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",n/a,2010,175,$104.20,true,true,false,false,true,false,$5.00,183,4,Weekly,1.4,true
565,true,Pampa Energia S.A.,Electric Utilities: Central,1986,951,$460.77,true,true,true,true,true,true,$5.08,47,12,Often,2.0,true
566,true,"Blackrock MuniYield California Fund, Inc.",n/a,2006,130,$130.86,false,true,true,false,true,false,$8.16,109,11,Seldom,4.5,false
567,true,"America Movil, S.A.B. de C.V.",Telecommunications Equipment,2003,872,$434.97,true,true,true,false,true,false,$4.31,16,12,Yearly,0.3,false
568,false,ROBO Global Robotics and Automation Index ETF,n/a,2009,687,$422.60,true,true,false,true,false,true,$7.73,60,7,Weekly,1.5,true
569,true,Markel Corporation,Property-Casualty Insurers,1987,711,$155.40,true,true,true,true,true,false,$8.62,304,7,Often,3.2,true
570,false,"Prudential Financial, Inc.",Life Insurance,2000,581,$291.52,true,true,false,true,true,false,$4.79,320,9,Once,2.4,true
571,true,BLDRS Developed Markets 100 ADR Index Fund,n/a,2012,238,$59.45,true,false,false,true,false,false,$2.20,279,11,Seldom,4.0,false
572,true,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,n/a,2012,315,$302.76,true,false,true,false,false,false,$0.12,211,8,Weekly,4.0,false
573,true,Azul S.A.,Air Freight/Delivery Services,1998,400,$238.55,true,true,true,false,false,false,$7.93,25,8,Weekly,4.0,false
574,true,Rocket Fuel Inc.,"Computer Software: Programming, Data Processing",2013,945,$17.56,false,true,false,false,false,true,$1.31,158,12,Monthly,2.5,false
575,true,"Schnitzer Steel Industries, Inc.",Industrial Specialties,2009,949,$189.77,false,false,false,false,false,true,$9.85,114,5,Never,2.0,false
576,false,Tekla Healthcare Investors,n/a,2006,675,$243.45,false,true,true,true,false,true,$1.25,133,2,Weekly,1.1,false
577,true,Goldman Sachs MLP Income Opportunities Fund,n/a,1998,604,$134.16,true,true,false,false,true,true,$3.49,293,6,Never,4.4,true
578,false,"Eastern Virginia Bankshares, Inc.",Major Banks,2009,115,$330.13,false,true,true,false,true,true,$3.21,97,1,Never,2.5,false
579,false,Hudbay Minerals Inc.,Precious Metals,1987,552,$498.93,true,false,true,true,true,true,$2.51,288,5,Daily,1.2,false
580,false,Southwestern Energy Company,Oil & Gas Production,2005,227,$338.81,true,true,true,false,true,true,$3.54,273,10,Once,2.3,false
581,true,National Holdings Corporation,Investment Bankers/Brokers/Service,2001,312,$498.64,true,false,true,true,true,true,$6.55,336,9,Weekly,2.1,false
582,true,"Avenue Therapeutics, Inc.",n/a,1996,527,$439.48,true,true,false,false,false,true,$1.98,194,2,Yearly,0.4,true
583,true,Stellar Acquisition III Inc.,Business Services,2003,983,$230.63,true,true,false,true,true,false,$9.97,243,9,Never,2.1,false
584,false,Nuveen Dow 30SM Dynamic Overwrite Fund,n/a,2005,788,$310.88,false,false,true,false,false,false,$9.74,81,8,Seldom,2.4,false
585,true,First Trust Hong Kong AlphaDEX Fund,n/a,1993,255,$18.86,true,false,false,false,false,false,$1.48,308,12,Weekly,0.5,false
586,true,Immune Pharmaceuticals Inc.,Major Pharmaceuticals,2001,825,$87.94,false,true,true,true,true,false,$5.50,210,8,Never,1.2,true
587,true,Sify Technologies Limited,"Computer Software: Programming, Data Processing",1999,150,$401.19,false,true,true,false,true,false,$4.37,172,6,Once,3.0,true
588,true,Navios Maritime Acquisition Corporation,Marine Transportation,2003,733,$216.31,true,false,true,false,true,false,$4.04,294,3,Daily,3.2,false
589,false,Nuveen Michigan Quality Municipal Income Fund,n/a,1997,263,$151.06,true,true,true,true,true,true,$3.40,24,5,Monthly,0.3,false
590,false,"Watts Water Technologies, Inc.",Metal Fabrications,1995,533,$498.60,false,false,false,false,false,true,$2.96,25,5,Weekly,1.9,false
591,true,PowerShares DWA Tactical Sector Rotation Portfolio,n/a,1985,841,$145.09,false,true,true,false,false,true,$4.46,150,1,Yearly,3.8,true
592,true,"Barnes Group, Inc.",Metal Fabrications,2011,112,$169.60,false,false,true,true,true,true,$4.11,330,6,Weekly,0.6,true
593,false,"Computer Task Group, Incorporated",EDP Services,1999,233,$248.75,false,false,false,false,true,false,$4.05,274,2,Seldom,2.5,true
594,true,"OraSure Technologies, Inc.",Medical/Dental Instruments,2003,810,$75.21,false,true,false,false,false,false,$2.40,37,4,Monthly,2.5,false
595,true,Zhaopin Limited,Professional Services,2001,486,$62.86,false,true,true,false,true,true,$1.37,12,11,Seldom,3.2,false
596,true,Harsco Corporation,Metal Fabrications,2007,923,$351.65,false,false,true,true,true,false,$8.56,233,2,Seldom,2.5,false
597,false,"Cedar Fair, L.P.",Services-Misc. Amusement & Recreation,2009,593,$442.46,false,true,true,true,false,true,$9.14,78,1,Once,3.5,false
598,false,Yelp Inc.,Other Consumer Services,2003,68,$170.74,false,false,false,true,true,true,$0.35,335,4,Never,0.4,true
599,false,Allstate Corporation (The),n/a,2006,63,$366.95,true,true,false,true,true,true,$2.34,173,10,Yearly,1.0,true
600,true,Pennsylvania Real Estate Investment Trust,n/a,2010,152,$483.07,true,false,true,true,false,false,$8.30,107,10,Daily,1.3,true
601,true,Drive Shack Inc.,n/a,2003,165,$69.01,false,true,true,true,true,false,$6.11,154,9,Monthly,1.5,true
602,true,Entergy Corporation,Electric Utilities: Central,2009,108,$121.55,false,false,false,false,false,false,$2.10,101,4,Weekly,0.7,true
603,true,"Avnet, Inc.",Electronic Components,2001,92,$377.24,true,false,true,true,true,true,$1.79,311,3,Never,3.9,true
604,false,Gabelli Dividend,n/a,2008,269,$148.50,false,true,false,false,true,false,$8.64,103,5,Seldom,2.5,false
605,false,"FSB Bancorp, Inc.",Savings Institutions,1989,325,$15.16,true,true,false,false,false,false,$5.97,233,6,Often,1.6,false
606,false,"FS Bancorp, Inc.",Banks,2001,454,$216.17,false,false,false,true,false,false,$9.56,88,7,Once,2.5,true
